q4_results.state,q4_results.city,q4_results.severity,q4_results.accident_count,q4_results.avg_duration_minutes
TN,Sevierville,2,106,70.61
FL,Seville,2,40,103.8
OH,Seville,2,65,109.36
TN,Sewanee,2,6,145.59
NE,Seward,2,63,393.94
PA,Seward,2,45,121.5
NJ,Sewaren,2,52,143.22
NJ,Sewell,2,299,97.18
PA,Sewickley,2,403,124.64
CT,Seymour,2,192,115.53
IA,Seymour,2,1,116.73
IN,Seymour,2,140,132.38
MO,Seymour,2,2,124.83
TN,Seymour,2,72,102.34
TX,Seymour,2,14,85.91
IL,Shabbona,2,4,125.12
VA,Shacklefords,2,28,89.55
OH,Shade,2,4,75.13
PA,Shade Gap,2,38,125.69
OR,Shady Cove,2,89,183.94
MD,Shady Side,2,1,165.02
WV,Shady Spring,2,59,273.58
TN,Shady Valley,2,1,205.18
OH,Shadyside,2,4,52.3
MN,Shafer,2,169,101.41
CA,Shafter,2,342,141.04
VT,Shaftsbury,2,1,105.52
OH,Shaker Heights,2,4,61.09
MN,Shakopee,2,1464,93.11
FL,Shalimar,2,92,86.39
NC,Shallotte,2,43,143.69
TX,Shallowater,2,14,440.68
PA,Shamokin,2,124,86.88
PA,Shamokin Dam,2,210,111.06
NJ,Shamong,2,19,149.6
CA,Shandon,2,322,118.2
OR,Shaniko,2,301,586.07
PA,Shanksville,2,2,93.52
RI,Shannock,2,3,87.13
MS,Shannon,2,8,130.24
NC,Shannon,2,27,288.08
CT,Sharon,2,13,150.78
MA,Sharon,2,243,61.96
NH,Sharon,2,2,76.0
PA,Sharon,2,3,147.12
SC,Sharon,2,121,89.72
TN,Sharon,2,1,28.52
VT,Sharon,2,3,146.19
WI,Sharon,2,1,77.85
PA,Sharon Hill,2,46,79.2
NY,Sharon Springs,2,3,190.27
TN,Sharps Chapel,2,1,140.68
GA,Sharpsburg,2,93,105.68
KY,Sharpsburg,2,1,43.97
MD,Sharpsburg,2,2,98.58
IN,Sharpsville,2,4,40.62
PA,Sharpsville,2,7,160.09
PA,Shartlesville,2,3,95.23
CA,Shasta,2,39,117.64
CA,Shasta Lake,2,66,128.68
TX,Shavano Park,2,3,39.72
CA,Shaver Lake,2,407,222.99
PA,Shavertown,2,3,45.52
MS,Shaw,2,2,37.37
SC,Shaw AFB,2,6,83.65
SC,Shaw Afb,2,5,118.44
SC,Shaw Air Force Base,2,2,79.45
WI,Shawano,2,25,123.27
NC,Shawboro,2,9,167.61
MT,Shawmut,2,14,107.8
CO,Shawnee,2,52,157.98
KS,Shawnee,2,1512,147.94
OH,Shawnee,2,1,29.72
OK,Shawnee,2,99,68.97
VA,Shawsville,2,85,137.36
PA,Shawville,2,5,110.96
WI,Sheboygan,2,118,99.94
WI,Sheboygan Falls,2,26,62.06
OR,Shedd,2,186,190.27
CA,Sheep Ranch,2,6,405.22
AL,Sheffield,2,7,57.99
IA,Sheffield,2,13,115.21
IL,Sheffield,2,7,96.19
MA,Sheffield,2,7,94.17
PA,Sheffield,2,19,165.84
OH,Sheffield Lake,2,15,71.16
OH,Sheffield Village,2,9,41.59
MO,Shelbina,2,4,154.74
IN,Shelburn,2,10,115.07
NH,Shelburne,2,4,392.14
VT,Shelburne,2,3,215.11
MA,Shelburne Falls,2,11,129.44
AL,Shelby,2,8,46.95
IA,Shelby,2,62,135.49
MT,Shelby,2,43,163.02
NC,Shelby,2,107,169.4
NE,Shelby,2,4,547.8
OH,Shelby,2,4,47.84
MI,Shelby Township,2,21,103.01
IL,Shelbyville,2,1,28.08
IN,Shelbyville,2,202,103.4
KY,Shelbyville,2,28,184.91
MI,Shelbyville,2,21,94.86
TN,Shelbyville,2,24,116.32
IA,Sheldon,2,5,69.39
IL,Sheldon,2,1,29.55
ND,Sheldon,2,1,190.28
SC,Sheldon,2,7,228.75
VT,Sheldon,2,1,295.47
ID,Shelley,2,30,124.89
GA,Shellman,2,1,75.0
PA,Shelocta,2,7,110.11
NY,Shelter Island,2,2,45.38
CT,Shelton,2,368,121.09
NE,Shelton,2,6,530.12
WA,Shelton,2,212,182.64
IA,Shenandoah,2,6,228.97
PA,Shenandoah,2,17,185.85
TX,Shenandoah,2,5,56.74
VA,Shenandoah,2,63,116.06
WV,Shenandoah Junction,2,4,85.25
MI,Shepherd,2,17,128.19
MT,Shepherd,2,87,218.74
TX,Shepherd,2,26,212.98
KY,Shepherdsville,2,171,14137.74
TX,Sheppard AFB,2,5,86.83
TX,Sheppard Afb,2,4,101.54
PA,Sheppton,2,3,139.02
MA,Sherborn,2,7,58.06
MN,Sherburn,2,182,117.29
NY,Sherburne,2,3,89.68
AR,Sheridan,2,46,104.1
CA,Sheridan,2,178,126.28
IL,Sheridan,2,1,74.6
IN,Sheridan,2,15,112.61
MT,Sheridan,2,16,543.27
OR,Sheridan,2,481,182.58
WY,Sheridan,2,21,152.43
CO,Sheridan Lake,2,17,121.94
CT,Sherman,2,7,108.16
IL,Sherman,2,7,272.34
MS,Sherman,2,4,106.78
NY,Sherman,2,6,96.37
TX,Sherman,2,36,50.2
CA,Sherman Oaks,2,7321,144.86
PA,Shermans Dale,2,90,122.21
IL,Sherrard,2,1,44.58
AR,Sherrill,2,3,59.07
NY,Sherrill,2,24,71.04
NC,Sherrills Ford,2,14,195.43
AR,Sherwood,2,32,65.32
MD,Sherwood,2,14,162.28
OH,Sherwood,2,1,29.67
OR,Sherwood,2,181,198.9
TN,Sherwood,2,1,891.4
CA,Sherwood Forest,2,2,53.02
MN,Shevlin,2,43,121.89
ND,Sheyenne,2,2,125.1
PA,Shickshinny,2,18,242.63
GA,Shiloh,2,13,85.12
OH,Shiloh,2,5,70.81
TX,Shiner,2,3,59.94
CA,Shingle Springs,2,1402,99.28
PA,Shinglehouse,2,55,142.44
CA,Shingletown,2,344,133.63
WV,Shinnston,2,26,146.75
NJ,Ship Bottom,2,1,44.52
VA,Shipman,2,4,91.45
PA,Shippensburg,2,362,129.13
PA,Shippenville,2,117,122.49
PA,Shippingport,2,5,217.49
NM,Shiprock,2,22,175.47
IN,Shipshewana,2,29,277.91
AR,Shirley,2,7,209.64
IL,Shirley,2,2,46.53
IN,Shirley,2,5,317.6
MA,Shirley,2,9,34.86
NY,Shirley,2,271,69.85
PA,Shirleysburg,2,48,93.88
IN,Shoals,2,9,84.79
PA,Shoemakersville,2,19,69.04
PA,Shohola,2,32,96.8
NY,Shokan,2,9,188.06
LA,Shongaloo,2,1,29.22
AZ,Shonto,2,7,352.61
NY,Shoreham,2,44,50.92
VT,Shoreham,2,1,29.82
WA,Shoreline,2,104,139.48
IL,Shorewood,2,85,233.64
MN,Shorewood,2,1,121.47
NJ,Short Hills,2,120,97.05
AL,Shorter,2,169,226.86
AL,Shorterville,2,7,78.97
NY,Shortsville,2,239,128.67
CA,Shoshone,2,1,360.0
ID,Shoshone,2,13,205.69
WY,Shoshoni,2,4,1485.25
AZ,Show Low,2,327,271.6
OH,Shreve,2,1,134.78
LA,Shreveport,2,14302,11463.1
MA,Shrewsbury,2,51,104.87
NJ,Shrewsbury,2,13,141.17
PA,Shrewsbury,2,102,74.41
NY,Shrub Oak,2,135,80.13
MS,Shubuta,2,1,29.55
PA,Shunk,2,6,92.66
NY,Shushan,2,1,97.78
MA,Shutesbury,2,2,28.18
IA,Sibley,2,16,111.76
LA,Sibley,2,4,53.51
NJ,Sicklerville,2,225,93.09
FL,Sidell,2,17,58.76
PA,Sidman,2,84,105.9
ME,Sidney,2,3,27.76
MT,Sidney,2,40,1358.64
NE,Sidney,2,13,555.57
NY,Sidney,2,18,164.27
OH,Sidney,2,130,161.91
NY,Sidney Center,2,1,29.35
CA,Sierra,2,1,89.57
TX,Sierra Blanca,2,1,360.0
CA,Sierra City,2,38,163.39
CA,Sierra Madre,2,7,174.87
CA,Sierraville,2,132,142.46
IL,Sigel,2,1,29.35
PA,Sigel,2,49,102.72
CA,Signal Hill,2,283,119.66
TN,Signal Mountain,2,265,101.92
IA,Sigourney,2,4,74.24
UT,Sigurd,2,67,124.82
MO,Sikeston,2,22,123.94
AL,Silas,2,14,274.53
NC,Siler City,2,71,173.98
OR,Siletz,2,99,232.59
MO,Silex,2,3,56.06
NC,Siloam,2,2,165.0
AR,Siloam Springs,2,44,88.92
TX,Silsbee,2,1,29.03
CO,Silt,2,51,176.28
MN,Silver Bay,2,9,121.87
NY,Silver Bay,2,9,108.97
NM,Silver City,2,2,357.5
GA,Silver Creek,2,20,115.22
MS,Silver Creek,2,1,27.57
NE,Silver Creek,2,2,40.25
NY,Silver Creek,2,177,168.73
WA,Silver Creek,2,8,145.57
MT,Silver Gate,2,1,248.37
IN,Silver Lake,2,13,168.94
MN,Silver Lake,2,72,115.87
NH,Silver Lake,2,2,44.2
OH,Silver Lake,2,1,100.17
OR,Silver Lake,2,300,725.43
CO,Silver Plume,2,397,215.54
TN,Silver Point,2,111,132.8
MD,Silver Spring,2,6314,115.33
FL,Silver Springs,2,365,105.76
NV,Silver Springs,2,219,9690.75
NY,Silver Springs,2,1,210.62
MT,Silver Star,2,12,106.7
CA,Silverado,2,306,121.88
WA,Silverdale,2,112,125.13
AL,Silverhill,2,10,79.71
WA,Silverlake,2,4,68.2
NV,Silverpeak,2,8,598.69
SC,Silverstreet,2,106,69.02
CO,Silverthorne,2,41,118.73
CO,Silverton,2,10,177.48
OR,Silverton,2,300,666.44
IL,Silvis,2,8,503.16
CA,Simi Valley,2,1690,86.15
CO,Simla,2,6,164.09
LA,Simmesport,2,1,60.22
MT,Simms,2,8,137.01
TX,Simms,2,1,360.0
KY,Simpsonville,2,7,67.55
SC,Simpsonville,2,5481,125.52
NC,Sims,2,22,167.16
LA,Simsboro,2,3,135.11
CT,Simsbury,2,24,295.25
WY,Sinclair,2,62,222.63
LA,Singer,2,1,525705.0
VA,Singers Glen,2,4,79.11
PA,Sinnamahoning,2,14,171.87
TX,Sinton,2,3,455.0
IA,Sioux Center,2,9,71.89
IA,Sioux City,2,224,4678.57
SD,Sioux Falls,2,131,175.38
PA,Sipesville,2,1,128.43
WI,Siren,2,1,133.62
WI,Sister Bay,2,2,103.58
OR,Sisters,2,481,381.08
SC,Six Mile,2,275,87.79
PA,Six Mile Run,2,11,146.61
OR,Sixes,2,54,1023.63
WA,Skamokawa,2,10,326.09
NY,Skaneateles,2,40,60.96
OK,Skiatook,2,15,80.54
TX,Skidmore,2,1,61.13
NJ,Skillman,2,14,308.53
PA,Skippack,2,4,87.58
VA,Skippers,2,71,138.31
AL,Skipperville,2,7,69.57
VA,Skipwith,2,23,112.36
IL,Skokie,2,267,123.73
WA,Skokomish Nation,2,8,332.09
ME,Skowhegan,2,1,59.7
UT,Skull Valley,2,14,111.48
CA,Skyforest,2,83,88.83
WA,Skykomish,2,58,201.95
NY,Slate Hill,2,11,319.95
IA,Slater,2,5,47.11
SC,Slater,2,19,87.31
PA,Slatington,2,64,128.81
TX,Slaton,2,2,120.69
LA,Slaughter,2,38,71.82
MN,Slayton,2,121,108.17
MN,Sleepy Eye,2,169,110.5
IL,Sleepy Hollow,2,2,76.65
NY,Sleepy Hollow,2,18,79.75
PA,Slickville,2,1,29.35
LA,Slidell,2,303,156238.8
PA,Sligo,2,34,111.9
WI,Slinger,2,71,127.85
NY,Slingerlands,2,47,101.08
PA,Slippery Rock,2,83,118.68
IA,Sloan,2,37,203.27
NV,Sloan,2,8,360.0
NY,Sloansville,2,6,173.6
NY,Sloatsburg,2,493,138.45
AL,Slocomb,2,37,101.6
CA,Sloughhouse,2,441,119.27
PA,Slovan,2,1,368.32
AR,Smackover,2,1,29.75
CA,Smartsville,2,221,105.19
ID,Smelterville,2,3,397.52
PA,Smethport,2,151,120.86
PA,Smicksburg,2,5,122.0
NV,Smith,2,19,102.55
CA,Smith River,2,186,131.79
NV,Smith Valley,2,1,29.27
MS,Smithdale,2,1,29.58
WV,Smithers,2,2,188.2
KY,Smithfield,2,2,29.04
NC,Smithfield,2,412,103.61
PA,Smithfield,2,30,97.78
RI,Smithfield,2,93,113.68
UT,Smithfield,2,11,91.77
VA,Smithfield,2,134,122.43
KY,Smithland,2,1,224.0
PA,Smithmill,2,23,131.81
MI,Smiths Creek,2,65,146.74
KY,Smiths Grove,2,1,59.72
AL,Smiths Station,2,76,69.95
MD,Smithsburg,2,160,137.55
IL,Smithton,2,2,36.96
PA,Smithton,2,71,139.39
NY,Smithtown,2,344,96.45
GA,Smithville,2,4,241.92
MO,Smithville,2,5,113.83
OH,Smithville,2,2,26.56
TN,Smithville,2,45,122.58
TX,Smithville,2,8,148.13
SC,Smoaks,2,151,129.87
PA,Smock,2,18,100.08
PA,Smokerun,2,1,120.38
PA,Smoketown,2,11,72.46
WV,Smoot,2,2,131.23
WY,Smoot,2,1,1491.6
DE,Smyrna,2,206,144.88
GA,Smyrna,2,651,137.3
SC,Smyrna,2,57,84.37
TN,Smyrna,2,335,139.49
ME,Smyrna Mills,2,4,216.5
FL,Sneads,2,88,100.13
NC,Sneads Ferry,2,17,190.55
CA,Snelling,2,207,118.5
GA,Snellville,2,101,86.3
WA,Snohomish,2,676,121.83
WA,Snoqualmie,2,124,189.32
WA,Snoqualmie Pass,2,3,115.16
NC,Snow Camp,2,26,191.45
MD,Snow Hill,2,30,144.72
NC,Snow Hill,2,59,215.79
PA,Snow Shoe,2,136,126.0
AZ,Snowflake,2,32,301.42
CO,Snowmass,2,25,120.27
CO,Snowmass Village,2,1,30.18
UT,Snowville,2,537,115.41
CO,Snyder,2,1,59.35
TX,Snyder,2,6,138.9
PA,Snydertown,2,2,93.05
WA,Soap Lake,2,7,306.16
WI,Sobieski,2,1,29.57
GA,Social Circle,2,98,107.6
SC,Society Hill,2,173,77.25
NM,Socorro,2,13,117.02
TX,Socorro,2,87,76.96
CA,Soda Springs,2,779,147.16
ID,Soda Springs,2,1,360.0
TN,Soddy Daisy,2,289,141.82
TN,Soddy-Daisy,2,43,104.39
MI,Sodus,2,25,112.65
NY,Sodus,2,3,85.06
CA,Solana Beach,2,350,119.63
CA,Soledad,2,807,116.19
ND,Solen,2,17,140.33
AR,Solgohachia,2,2,149.27
MD,Solomons,2,10,89.69
IA,Solon,2,4,56.34
OH,Solon,2,126,62.19
WI,Solon Springs,2,3,388.79
IN,Solsberry,2,3,528.38
CA,Solvang,2,195,119.96
MN,Solway,2,49,148.32
NJ,Somerdale,2,50,71.34
CT,Somers,2,35,147.27
IA,Somers,2,11,88.4
MT,Somers,2,77,251.4
NY,Somers,2,425,73.59
NJ,Somers Point,2,207,581.69
CA,Somerset,2,241,121.75
CO,Somerset,2,8,115.12
KY,Somerset,2,8,293.99
MA,Somerset,2,35,247.82
NJ,Somerset,2,190,132.43
OH,Somerset,2,10,82.14
PA,Somerset,2,770,116.4
TX,Somerset,2,2,53.95
VA,Somerset,2,2,163.75
WI,Somerset,2,3,102.72
NH,Somersworth,2,5,165.87
AZ,Somerton,2,1,360.0
AL,Somerville,2,98,81.47
MA,Somerville,2,323,68.8
ME,Somerville,2,1,92.43
NJ,Somerville,2,66,100.54
OH,Somerville,2,11,63.3
TN,Somerville,2,4,75.08
TX,Somerville,2,1,73.15
CA,Somes Bar,2,22,228.62
CA,Somis,2,807,126.53
CA,Sonoma,2,2554,106.9
CA,Sonora,2,1705,111.32
KY,Sonora,2,8,111.02
TX,Sonora,2,7,198.99
FL,Sopchoppy,2,61,87.52
GA,Soperton,2,93,257.44
NC,Sophia,2,7,254.86
CA,Soquel,2,817,112.32
FL,Sorrento,2,300,135.28
LA,Sorrento,2,61,120740.61
MS,Soso,2,2,28.9
PA,Souderton,2,721,81.96
CA,Soulsbyville,2,111,132.32
NY,Sound Beach,2,10,48.76
TX,Sour Lake,2,1,360.0
PA,South Abington Township,2,5,80.22
NH,South Acworth,2,3,67.73
IA,South Amana,2,27,361.01
NJ,South Amboy,2,1385,103.2
IL,South Barrington,2,2,45.69
FL,South Bay,2,19,64.6
OR,South Beach,2,109,426.43
IL,South Beloit,2,12,440.44
IN,South Bend,2,101,161.44
WA,South Bend,2,17,106.11
ME,South Berwick,2,7,141.38
OH,South Bloomfield,2,6,45.02
OH,South Bloomingville,2,1,149.58
MI,South Boardman,2,8,91.58
MA,South Boston,2,82,62.13
VA,South Boston,2,89,128.13
NJ,South Bound Brook,2,1,29.73
NJ,South Brunswick,2,1,113.85
VT,South Burlington,2,17,104.1
OH,South Charleston,2,24,78.93
WV,South Charleston,2,571,246.62
MA,South Chatham,2,5,62.34
VA,South Chesterfield,2,389,96.88
ME,South China,2,5,80.35
NY,South Colton,2,3,195.45
MA,South Dartmouth,2,2,29.8
NY,South Dayton,2,3,78.52
FL,South Daytona,2,5,56.89
MA,South Deerfield,2,18,122.54
MA,South Dennis,2,41,57.46
MA,South Easton,2,21,103.73
CA,South El Dorado,2,6,141.89
CA,South El Monte,2,2367,111.85
IL,South Elgin,2,170,86.06
OH,South Euclid,2,2,59.88
NY,South Fallsburg,2,6,45679.41
CO,South Fork,2,47,111.88
PA,South Fork,2,141,95.2
TN,South Fulton,2,4,5001.38
CA,South Gate,2,1720,135.7
PA,South Gibson,2,4,182.43
CT,South Glastonbury,2,80,118.38
NY,South Glens Falls,2,87,108.83
MA,South Grafton,2,3,60.26
NJ,South Hackensack,2,28,105.22
MA,South Hadley,2,3,34.72
MA,South Hamilton,2,5,35.58
NH,South Hampton,2,1,195.32
KS,South Haven,2,1,360.0
MI,South Haven,2,77,179.71
MN,South Haven,2,35,90.46
ND,South Heart,2,2,175.02
PA,South Heights,2,1,80.63
NY,South Hempstead,2,23,113.11
VT,South Hero,2,2,308.33
VA,South Hill,2,251,100.4
PA,South Hills,2,1,20.5
IL,South Holland,2,213,155.19
TX,South Houston,2,56,61.43
NY,South Huntington,2,3,29.9
KY,South Jefferson,2,6,65.99
UT,South Jordan,2,1363,97.54
CA,South Lake Tahoe,2,798,130.54
OH,South Lebanon,2,19,53.75
VT,South Londonderry,2,3,60.02
MI,South Lyon,2,30,138.41
FL,South Miami,2,786,166.42
NC,South Mills,2,6,249.87
WI,South Milwaukee,2,7,71.52
VT,South Newfane,2,2,92.37
NJ,South Orange,2,7,42.27
NY,South Otselic,2,1,155.05
NY,South Ozone Park,2,861,133.23
ME,South Paris,2,3,88.02
PA,South Park,2,17,119.52
CA,South Pasadena,2,664,90.7
FL,South Pasadena,2,74,98.97
IL,South Pekin,2,2,44.63
TN,South Pittsburg,2,173,226.6
NJ,South Plainfield,2,80,146.2
NY,South Plymouth,2,1,93.57
OH,South Point,2,24,57.77
ME,South Portland,2,59,195.07
KY,South Portsmouth,2,1,29.25
WA,South Prairie,2,7,291.93
VA,South Prince George,2,6,96.9
WI,South Range,2,2,29.63
NY,South Richmond Hill,2,175,161.53
NJ,South River,2,10,41.8
MI,South Rockwood,2,62,134.77
VT,South Royalton,2,7,111.38
MN,South Saint Paul,2,574,103.04
NY,South Salem,2,199,94.12
OH,South Salem,2,3,109.93
UT,South Salt Lake,2,96,103.19
CA,South San Francisco,2,1951,103.45
CA,South Santa Clara Valley,2,1,44.82
NY,South Setauket,2,20,182.24
NE,South Sioux City,2,14,243.61
OH,South Solon,2,5,227.49
PA,South Sterling,2,1,60.48
NH,South Tamworth,2,1,30.0
OH,South Vienna,2,35,106.48
NY,South Wales,2,6,194.33
MA,South Weymouth,2,57,71.24
IN,South Whitley,2,1,360.0
KY,South Williamson,2,1,74.1
CT,South Windham,2,9,193.06
CT,South Windsor,2,154,122.97
WA,South Yakima,2,4,91.3
MA,South Yarmouth,2,68,83.08
FL,South and East Osceola,2,33,72.28
NJ,Southampton,2,86,83.31
NY,Southampton,2,133,134594.75
PA,Southampton,2,84,67.03
MS,Southaven,2,364,118.31
MA,Southborough,2,37,75.42
MA,Southbridge,2,3,50.01
CT,Southbury,2,350,147.22
CA,Southeast Marin,2,57,85.72
NC,Southern Pines,2,47,55.78
MI,Southfield,2,2001,99.24
NY,Southfields,2,410,134.44
KY,Southgate,2,2,82.38
MI,Southgate,2,105,113.24
CT,Southington,2,527,127.12
OH,Southington,2,14,107.24
TX,Southlake,2,205,93.71
NY,Southold,2,16,46.25
CT,Southport,2,317,165.26
NC,Southport,2,27,157.09
WV,Southside,2,14,404.53
TX,Southwest Dallas,2,1,29.63
FL,Southwest Orange,2,26,67.28
FL,Southwest Ranches,2,9,240.29
MA,Southwick,2,4,59.95
ID,Spalding,2,3,143.66
WA,Spanaway,2,388,124.43
WA,Spangle,2,22,114.87
PA,Spangler,2,11,92.82
UT,Spanish Fork,2,1200,102.81
AL,Spanish Fort,2,47,42.29
WV,Spanishburg,2,50,210.93
NY,Sparkill,2,10,130.85
AR,Sparkman,2,4,99.65
GA,Sparks,2,50,140.7
NV,Sparks,2,2169,6407.99
MD,Sparks Glencoe,2,170,120.16
IL,Sparland,2,3,55.16
NY,Sparrow Bush,2,9,129.28
MD,Sparrows Point,2,101,103.36
GA,Sparta,2,20,108.66
IL,Sparta,2,4,84.9
KY,Sparta,2,8,106.8
MI,Sparta,2,68,70.87
NC,Sparta,2,10,261.93
NJ,Sparta,2,46,108.36
TN,Sparta,2,57,161.19
WI,Sparta,2,14,182.39
SC,Spartanburg,2,13202,100.36
PA,Spartansburg,2,6,137.89
KS,Spearville,2,20,532.27
NY,Speculator,2,1,132.43
TN,Speedwell,2,1,29.68
VA,Speedwell,2,1,75.02
IA,Spencer,2,9,256.6
ID,Spencer,2,26,463.71
IN,Spencer,2,8,112.08
MA,Spencer,2,14,55.31
NC,Spencer,2,2,45.1
NE,Spencer,2,3,1606.82
NY,Spencer,2,15,135.57
OH,Spencer,2,3,64.18
OK,Spencer,2,98,60.46
TN,Spencer,2,3,360.9
VA,Spencer,2,14,125.16
WI,Spencer,2,3,92.4
WV,Spencer,2,26,312.18
NY,Spencerport,2,585,72.06
NY,Spencertown,2,13,40.27
IN,Spencerville,2,17,201.31
MD,Spencerville,2,28,71.37
OH,Spencerville,2,1,119.75
NY,Speonk,2,6,80.84
IA,Sperry,2,5,100.61
OK,Sperry,2,17,303.56
VA,Sperryville,2,13,102.03
IN,Spiceland,2,75,156.0
MN,Spicer,2,92,108.15
TX,Spicewood,2,510,279.5
NC,Spindale,2,4,80.54
IA,Spirit Lake,2,14,106.5
ID,Spirit Lake,2,8,1490.29
ND,Spiritwood,2,41,103.28
KS,Spivey,2,2,1076.93
TX,Splendora,2,14,613.46
NH,Spofford,2,14,54.92
MO,Spokane,2,2,75.0
WA,Spokane,2,2898,125.39
WA,Spokane Valley,2,321,79.64
NJ,Spotswood,2,6,34.82
VA,Spotsylvania,2,429,106.82
VA,Spout Spring,2,39,107.72
PA,Spraggs,2,2,81.82
WA,Sprague,2,19,170.28
OR,Sprague River,2,14,145.56
NY,Sprakers,2,64,133.35
OR,Spray,2,100,5515.86
CA,Spreckels,2,12,127.78
TX,Spring,2,1194,169.31
MI,Spring Arbor,2,10,149.99
TX,Spring Branch,2,5,76.75
PA,Spring Brook Township,2,5,82.78
PA,Spring City,2,218,77.0
TN,Spring City,2,22,149.67
UT,Spring City,2,4,84.58
NV,Spring Creek,2,113,121.48
WV,Spring Dale,2,2,360.0
WI,Spring Green,2,10,115.03
IL,Spring Grove,2,75,120.35
MN,Spring Grove,2,24,119.91
PA,Spring Grove,2,426,72.11
VA,Spring Grove,2,29,145.03
FL,Spring Hill,2,3068,80.12
KS,Spring Hill,2,5,106.74
TN,Spring Hill,2,34,150.23
NC,Spring Hope,2,67,167.1
PA,Spring House,2,49,91.8
MI,Spring Lake,2,123,120.81
NC,Spring Lake,2,70,150.79
NJ,Spring Lake,2,5,83.88
PA,Spring Mills,2,246,131.73
PA,Spring Run,2,68,131.21
CA,Spring Valley,2,528,75.48
IL,Spring Valley,2,9,87.73
MN,Spring Valley,2,85,118.8
NY,Spring Valley,2,606,129.14
OH,Spring Valley,2,13,63.16
WI,Spring Valley,2,8,129.05
OH,Springboro,2,91,76.84
PA,Springboro,2,2,212.79
AR,Springdale,2,354,92.5
MD,Springdale,2,3,71.03
PA,Springdale,2,1,29.65
UT,Springdale,2,14,622.88
WA,Springdale,2,2,1500.0
NM,Springer,2,3,333.58
OK,Springer,2,2,210.06
IL,Springerton,2,1,52.62
AZ,Springerville,2,68,132.78
AR,Springfield,2,7,66.15
CO,Springfield,2,42,126.99
GA,Springfield,2,10,99.65
IL,Springfield,2,39,105.85
LA,Springfield,2,1,29.27
MA,Springfield,2,185,94.27
MI,Springfield,2,1,29.73
MN,Springfield,2,53,109.35
MO,Springfield,2,7359,87.49
NE,Springfield,2,94,70.6
NH,Springfield,2,11,119.8
NJ,Springfield,2,352,110.21
OH,Springfield,2,255,103.98
OR,Springfield,2,1239,247.78
PA,Springfield,2,387,117.65
SC,Springfield,2,124,95.24
SD,Springfield,2,1,188.52
TN,Springfield,2,33,130.54
VA,Springfield,2,3631,137.51
VT,Springfield,2,11,95.35
NY,Springfield Gardens,2,679,129.73
LA,Springhill,2,6,78.69
TX,Springlake,2,5,159.2
PA,Springs,2,4,409.64
TX,Springtown,2,4,105.59
AL,Springville,2,93,140.92
CA,Springville,2,213,160.09
IA,Springville,2,14,113.51
IN,Springville,2,19,191.45
NY,Springville,2,16,369.76
PA,Springville,2,12,96.99
TN,Springville,2,3,125.18
UT,Springville,2,401,87.81
CA,Springville-Johnsondale,2,13,153.01
UT,Springville-Mapleton,2,282,140.84
NY,Springwater,2,3,199.36
PA,Spruce Creek,2,39,116.68
AL,Spruce Pine,2,2,110.43
NC,Spruce Pine,2,35,113.85
MN,Squaw Lake,2,15,131.52
CA,Squaw Valley,2,232,148.52
WV,St Albans,2,24,126.99
LA,St Amant,2,36,306696.96
MO,St Ann,2,12,80.56
IL,St Anne,2,3,34.91
FL,St Augustine,2,605,101.57
PA,St Benedict,2,1,131.87
IA,St Charles,2,29,87.21
IL,St Charles,2,11,51.44
MO,St Charles,2,139,85.88
MO,St Clair,2,14,90.02
PA,St Clair,2,25,128.67
OH,St Clairsville,2,17,69.12
FL,St Cloud,2,219,141.57
IN,St Croix,2,7,114.29
KS,St George,2,3,125.0
SC,St George,2,203,95.97
UT,St George,2,100,93.45
DE,St Georges,2,3,157.92
CA,St Helena,2,38,112.77
SC,St Helena,2,51,82.26
IL,St Jacob,2,2,106.0
MO,St James,2,7,116.23
NY,St James,2,11,96.64
FL,St James City,2,11,75.55
AR,St Joe,2,9,111.59
AZ,St Johns,2,6,158.1
FL,St Johns,2,92,91.95
MI,St Joseph,2,51,118.06
MO,St Joseph,2,46,112.46
MO,St Louis,2,1434,138.91
FL,St Marks,2,2,815.51
LA,St Martinville,2,1,81.12
MO,St Mary,2,4,91.26
KS,St Marys,2,3,137.65
OH,St Marys,2,3,75.12
PA,St Marys,2,51,103.64
WV,St Marys,2,1,330.85
SC,St Matthews,2,212,195.77
IN,St Meinrad,2,4,119.15
AZ,St Michaels,2,19,113.05
MD,St Michaels,2,3,81.21
OH,St Paris,2,3,59.73
AR,St Paul,2,2,76.83
IN,St Paul,2,1,180.0
VA,St Paul,2,7,83.61
NC,St Pauls,2,119,164.77
FL,St Pete Beach,2,98,72.88
MO,St Peters,2,35,77.8
FL,St Petersburg,2,1606,95.94
MO,St Robert,2,18,150.09
LA,St Rose,2,88,221159.08
SC,St Stephen,2,66,107.84
VA,St Stephens Church,2,3,161.02
MO,St. Louis,2,16,72.18
NC,St. Marys,2,4,57.85
FL,St. Pete Beach,2,1,77.03
FL,St. Petersburg,2,161,145.03
NY,Staatsburg,2,51,80.32
MN,Stacy,2,263,108.42
NC,Stacy,2,2,360.0
NY,Stafford,2,7,96.5
TX,Stafford,2,343,115.38
VA,Stafford,2,3188,160.57
CT,Stafford Springs,2,108,170.75
VA,Staffordsville,2,7,86.82
PA,Stahlstown,2,91,111.54
NC,Staley,2,22,194.31
CT,Stamford,2,1468,168.55
NY,Stamford,2,7,135.71
