q4_results.state,q4_results.city,q4_results.severity,q4_results.accident_count,q4_results.avg_duration_minutes
TX,Stamford,2,1,44.08
KY,Stamping Ground,2,1,285.0
VA,Stanardsville,2,74,103.54
MO,Stanberry,2,2,187.52
MN,Stanchfield,2,4,105.68
CA,Standish,2,14,92.23
ME,Standish,2,5,53.75
MI,Standish,2,24,117.15
AZ,Stanfield,2,16,358.0
NC,Stanfield,2,8,188.66
OR,Stanfield,2,315,348.48
CA,Stanford,2,119,104.82
MT,Stanford,2,33,432.95
NY,Stanfordville,2,63,68.4
NJ,Stanhope,2,33,113.51
ID,Stanley,2,2,194.71
NC,Stanley,2,22,174.29
ND,Stanley,2,14,113.26
NY,Stanley,2,2,130.73
VA,Stanley,2,77,118.87
WI,Stanley,2,4,33.28
VA,Stanleytown,2,32,87.71
AL,Stanton,2,25,102.49
CA,Stanton,2,204,139.95
KY,Stanton,2,1,120.0
MI,Stanton,2,5,238.53
TN,Stanton,2,41,159.36
TX,Stanton,2,36,271.3
NC,Stantonsburg,2,16,154.43
IA,Stanwood,2,10,209.08
WA,Stanwood,2,134,155.56
MN,Staples,2,187,109.95
AL,Stapleton,2,11,111.02
GA,Stapleton,2,9,66.6
NE,Stapleton,2,7,77.86
ID,Star,2,36,158.0
NC,Star,2,2,135.0
AR,Star City,2,22,89.96
VA,Star Tannery,2,18,142.15
MN,Starbuck,2,51,133.72
NH,Stark,2,1,60.45
MO,Stark City,2,3,780.16
FL,Starke,2,267,70.36
LA,Starks,2,1,44.17
MS,Starkville,2,22,102.66
PA,Starlight,2,2,16883.68
SC,Starr,2,456,84.27
PA,Starrucca,2,1,465.2
SC,Startex,2,7,136.91
IA,State Center,2,4,92.51
PA,State College,2,981,96.77
MS,State Line,2,1,29.12
NC,State Road,2,17,126.5
AR,State University,2,1,472.0
NV,Stateline,2,88,103.29
NY,Staten Island,2,4357,120.97
GA,Statenville,2,6,145.58
GA,Statesboro,2,48,89.39
NC,Statesville,2,906,165.73
GA,Statham,2,25,69.38
IL,Staunton,2,4,261.42
VA,Staunton,2,1194,108.66
OR,Stayton,2,243,656.23
MO,Ste Genevieve,2,1,95.05
IA,Steamboat Rock,2,18,125.18
CO,Steamboat Springs,2,67,105.22
KY,Stearns,2,3,260.0
NC,Stedman,2,15,299.73
AL,Steele,2,17,137.0
MO,Steele,2,8,230.65
ND,Steele,2,25,114.27
VA,Steeles Tavern,2,28,104.32
PA,Steelton,2,2,76.97
ME,Steep Falls,2,3,50.0
IL,Steger,2,17,63.95
WA,Steilacoom,2,5,36.91
FL,Steinhatchee,2,65,154.73
NC,Stella,2,1,165.0
NE,Stella,2,1,30.67
NC,Stem,2,18,153.11
MS,Stennis Space Center,2,1,89.7
AR,Stephens,2,4,134.6
GA,Stephens,2,6,136.0
VA,Stephens City,2,301,116.95
VA,Stephenson,2,14,109.97
NY,Stephentown,2,67,113.16
TX,Stephenville,2,8,124.77
CO,Sterling,2,33,92.44
CT,Sterling,2,3,126.77
IL,Sterling,2,1,29.58
MA,Sterling,2,24,118.46
MI,Sterling,2,3,85.88
ND,Sterling,2,32,100.67
OH,Sterling,2,7,79.34
PA,Sterling,2,73,146.13
UT,Sterling,2,12,69.53
VA,Sterling,2,3810,68.86
TX,Sterling City,2,4,119.23
MI,Sterling Heights,2,325,67.15
AL,Sterrett,2,89,72.46
OH,Steubenville,2,20,252.62
PA,Stevens,2,305,77.64
WI,Stevens Point,2,70,118.59
VA,Stevensburg,2,15,79.49
AL,Stevenson,2,9,130.64
MD,Stevenson,2,5,59.63
WA,Stevenson,2,61,180.73
CA,Stevenson Ranch,2,613,87.11
MD,Stevensville,2,466,86.15
MI,Stevensville,2,83,164.88
MT,Stevensville,2,247,206.54
PA,Stevensville,2,2,129.38
CA,Stevinson,2,296,132.62
IL,Steward,2,2,194.28
MN,Stewart,2,45,105.44
CA,Stewarts Point,2,6,120.99
PA,Stewartstown,2,106,92.25
MO,Stewartsville,2,3,165.5
NJ,Stewartsville,2,122,86.57
MN,Stewartville,2,320,109.04
OK,Stigler,2,1,29.33
IN,Stilesville,2,56,172.47
MD,Still Pond,2,2,89.17
MN,Stillwater,2,606,93.97
NY,Stillwater,2,48,132.36
OK,Stillwater,2,9,111.42
PA,Stillwater,2,14,122.88
KS,Stilwell,2,93,146.29
TX,Stinnett,2,6,211.44
CA,Stinson Beach,2,97,142.31
NJ,Stirling,2,6,73.19
CA,Stirling City,2,2,115.76
ND,Stirum,2,4,150.1
ID,Stites,2,1,29.37
NY,Stittville,2,6,69.76
GA,Stockbridge,2,859,262.71
MA,Stockbridge,2,7,207.41
VT,Stockbridge,2,1,269.9
TX,Stockdale,2,1,29.57
PA,Stockertown,2,21,68.48
MT,Stockett,2,2,89.88
NJ,Stockholm,2,27,94.43
OH,Stockport,2,1,30.0
AL,Stockton,2,4,70.33
CA,Stockton,2,10269,103.58
IA,Stockton,2,9,116.25
IL,Stockton,2,1,59.57
NJ,Stockton,2,6,90.36
UT,Stockton,2,195,97.81
ME,Stockton Springs,2,1,360.0
NH,Stoddard,2,15,83.18
WI,Stoddard,2,1,29.82
NC,Stokes,2,20,516.41
NC,Stokesdale,2,55,154.75
OH,Stone Creek,2,4,63.05
GA,Stone Mountain,2,677,87.05
IL,Stone Park,2,4,206.05
NY,Stone Ridge,2,25,125.81
PA,Stoneboro,2,12,138.57
CO,Stoneham,2,24,130.85
MA,Stoneham,2,158,85.62
ME,Stoneham,2,1,261.45
NC,Stoneville,2,43,343.68
LA,Stonewall,2,6,87728.67
CT,Stonington,2,111,196.73
NY,Stony Brook,2,150,85.25
VA,Stony Creek,2,227,101.66
NC,Stony Point,2,11,124.92
NY,Stony Point,2,326,87.03
CA,Stonyford,2,47,178.48
MN,Storden,2,7,150.38
IA,Storm Lake,2,27,109.36
NY,Stormville,2,59,141.7
CT,Storrs Center,2,19,145.93
CT,Storrs Mansfield,2,48,98.5
IA,Story City,2,101,124.14
MO,Stotts City,2,3,124.58
MA,Stoughton,2,341,69.74
WI,Stoughton,2,48,157.55
OH,Stout,2,1,28.82
OH,Stoutsville,2,3,56.22
MA,Stow,2,14,55.74
OH,Stow,2,155,77.09
VT,Stowe,2,2,74.32
PA,Stoystown,2,204,95.93
PA,Strabane,2,1,58.88
MO,Strafford,2,133,78.17
NH,Strafford,2,14,45.29
CO,Strasburg,2,54,128.8
IL,Strasburg,2,1,59.65
ND,Strasburg,2,5,119.04
OH,Strasburg,2,6,117.55
PA,Strasburg,2,121,76.44
VA,Strasburg,2,470,113.07
CA,Stratford,2,220,112.08
CT,Stratford,2,1092,124.97
NJ,Stratford,2,33,47.84
NY,Stratford,2,1,29.77
TX,Stratford,2,15,268.31
NH,Stratham,2,32,98.77
CA,Strathmore,2,423,102.96
PA,Strattanville,2,59,104.17
CO,Stratton,2,19,88.93
NE,Stratton,2,1,28.23
VT,Stratton,2,1,92.02
IN,Straughn,2,62,192.9
AR,Strawberry,2,2,108.96
TN,Strawberry Plains,2,40,165.05
IA,Strawberry Point,2,2,61.23
CA,Strawberry Valley,2,23,171.23
TX,Strawn,2,2,74.25
IL,Streamwood,2,147,110.58
IL,Streator,2,9,57.99
MD,Street,2,88,119.92
ND,Streeter,2,1,75.03
TX,Streetman,2,3,44.54
OH,Streetsboro,2,118,70.61
NE,Stromsburg,2,1,153.93
AR,Strong,2,12,106.39
PA,Strongstown,2,35,217.79
OH,Strongsville,2,157,105.51
OK,Stroud,2,4,99.85
PA,Stroudsburg,2,385,127.01
WI,Strum,2,1,28.05
KY,Strunk,2,6,240.0
OH,Struthers,2,1,88.55
OH,Stryker,2,3,75.14
NY,Strykersville,2,1,137.6
FL,Stuart,2,390,95.32
IA,Stuart,2,108,127.34
VA,Stuart,2,107,158.45
VA,Stuarts Draft,2,96,111.88
CA,Studio City,2,1358,99.41
PA,Stump Creek,2,3,106.02
NC,Stumpy Point,2,3,163.19
MA,Sturbridge,2,105,102.1
MO,Sturgeon,2,11,47.6
PA,Sturgeon,2,1,87.85
WI,Sturgeon Bay,2,9,107.22
MN,Sturgeon Lake,2,130,118.64
KY,Sturgis,2,4,144.24
MI,Sturgis,2,3,29.63
SD,Sturgis,2,1,71.32
WI,Sturtevant,2,188,123.0
AR,Stuttgart,2,21,96.72
NY,Stuyvesant,2,33,113.69
WI,Suamico,2,24,69.88
OR,Sublimity,2,143,299.78
NJ,Succasunna,2,23,95.28
GA,Suches,2,1,44.18
TX,Sudan,2,2,62.13
MA,Sudbury,2,19,67.96
MD,Sudlersville,2,101,126.9
NY,Suffern,2,535,123.84
CT,Suffield,2,15,88.88
VA,Suffolk,2,2383,97.46
ID,Sugar City,2,6,85.23
IL,Sugar Grove,2,40,93.08
NC,Sugar Grove,2,17,149.22
OH,Sugar Grove,2,5,56.55
PA,Sugar Grove,2,11,91.34
VA,Sugar Grove,2,8,158.88
GA,Sugar Hill,2,11,79.45
NH,Sugar Hill,2,1,91.45
TX,Sugar Land,2,277,175.48
PA,Sugar Run,2,3,331.46
GA,Sugar Valley,2,2,44.13
OH,Sugarcreek,2,9,74.85
CA,Sugarloaf,2,4,36.05
PA,Sugarloaf,2,74,162.55
CA,Suisun City,2,281,105.55
DC,Suitland,2,22,178.13
MD,Suitland,2,1173,122.11
MT,Sula,2,21,1252.83
AL,Sulligent,2,16,133.13
IN,Sullivan,2,11,90.99
MO,Sullivan,2,30,164.74
NH,Sullivan,2,7,135.25
OH,Sullivan,2,3,265.0
SC,Sullivans Island,2,6,121.48
IN,Sulphur,2,1,111.77
KY,Sulphur,2,7,358.48
LA,Sulphur,2,129,240544.39
OK,Sulphur,2,2,194.48
TX,Sulphur Springs,2,2,44.62
WA,Sultan,2,86,270.49
CA,Sultana,2,8,108.95
WA,Sumas,2,16,213.89
WV,Sumerco,2,8,486.25
VA,Sumerduck,2,8,103.65
AL,Sumiton,2,9,92.53
OR,Summer Lake,2,59,6376.35
KY,Summer Shade,2,2,259.5
AL,Summerdale,2,21,58.31
PA,Summerdale,2,10,123.75
FL,Summerfield,2,1035,116.09
NC,Summerfield,2,51,152.67
TX,Summerfield,2,1,76.57
PA,Summerhill,2,76,104.89
CA,Summerland,2,353,103.71
FL,Summerland Key,2,76,93.07
AR,Summers,2,1,77.12
WV,Summersville,2,14,513.37
SC,Summerton,2,455,286.52
TN,Summertown,2,7,101.57
GA,Summerville,2,44,151.07
OR,Summerville,2,28,207.72
PA,Summerville,2,37,140.16
SC,Summerville,2,7833,87.65
MS,Summit,2,19,219.7
NJ,Summit,2,254,146.0
NY,Summit,2,3,34.54
UT,Summit,2,59,379.86
IL,Summit Argo,2,73,159.09
PA,Summit Hill,2,2,112.36
WV,Summit Point,2,4,160.01
IN,Summitville,2,1,76.27
GA,Sumner,2,10,149.54
WA,Sumner,2,663,138.48
OR,Sumpter,2,117,297.43
MS,Sumrall,2,29,76.84
SC,Sumter,2,3515,84.09
FL,Sumterville,2,51,151.0
AZ,Sun City,2,769,94.89
CA,Sun City,2,206,157.76
FL,Sun City Center,2,396,110.85
AZ,Sun City West,2,278,98.45
AZ,Sun Lakes,2,41,76.74
WI,Sun Prairie,2,148,112.64
MT,Sun River,2,22,224.59
AZ,Sun Valley,2,18,205.95
CA,Sun Valley,2,2510,130.77
NV,Sun Valley,2,123,82.31
NH,Sunapee,2,4,204.45
MN,Sunburg,2,26,101.06
MT,Sunburst,2,6,797.31
NC,Sunbury,2,7,168.84
OH,Sunbury,2,366,61.25
PA,Sunbury,2,385,103.18
NH,Suncook,2,4,156.51
WY,Sundance,2,9,51.55
MA,Sunderland,2,3,39.8
MD,Sunderland,2,4,40.96
MI,Sunfield,2,11,161.59
CA,Sunland,2,334,125.4
IN,Sunman,2,47,134.83
FL,Sunny Isles Beach,2,1179,198.83
NY,Sunnyside,2,18,75.83
WA,Sunnyside,2,10,267.83
CA,Sunnyvale,2,3145,92.69
TX,Sunnyvale,2,535,91.21
CA,Sunol,2,2281,131.86
FL,Sunrise,2,81,189.33
LA,Sunset,2,6,50.83
SC,Sunset,2,169,93.08
TX,Sunset,2,2,903.5
CA,Sunset Beach,2,3,100.72
NC,Sunset Beach,2,5,182.4
TX,Sunset Valley,2,43,81.12
AZ,Superior,2,148,253.64
CO,Superior,2,16,66.99
MT,Superior,2,380,208.97
WI,Superior,2,52,114.3
WI,Superior city,2,7,200.23
NC,Supply,2,35,122.05
WA,Suquamish,2,1,44.8
NC,Surf City,2,1,29.7
NJ,Surf City,2,1,60.0
CA,Surfside,2,1,100.73
FL,Surfside,2,309,218.3
SC,Surfside Beach,2,56,79.27
TN,Surgoinsville,2,3,65.64
WI,Suring,2,2,360.0
AZ,Surprise,2,1663,95.23
GA,Surrency,2,2,165.0
ND,Surrey,2,5,132.84
NH,Surry,2,4,52.57
VA,Surry,2,41,166.36
CA,Susanville,2,820,128.32
PA,Susquehanna,2,24,163.35
NJ,Sussex,2,28,144.76
WI,Sussex,2,3,149.52
PA,Sutersville,2,2,37.23
IA,Sutherland,2,1,96.03
NE,Sutherland,2,4,75.7
VA,Sutherland,2,115,104.09
OR,Sutherlin,2,303,213.28
VA,Sutherlin,2,17,111.8
CA,Sutter,2,170,142.6
CA,Sutter Creek,2,239,100.99
MA,Sutton,2,44,69.86
ND,Sutton,2,1,75.0
WV,Sutton,2,70,238.99
GA,Suwanee,2,395,96.17
FL,Suwannee,2,1,75.32
GA,Swainsboro,2,41,135.99
IA,Swaledale,2,2,89.0
MA,Swampscott,2,7,68.83
IA,Swan,2,11,62.24
NY,Swan Lake,2,1,111.35
MN,Swan River,2,46,118.17
ID,Swan Valley,2,7,146.44
NC,Swannanoa,2,114,130.9
NC,Swanquarter,2,3,345.0
NC,Swansboro,2,3,109.5
IL,Swansea,2,5,71.27
MA,Swansea,2,28,131.94
SC,Swansea,2,906,137.26
MD,Swanton,2,14,204.22
OH,Swanton,2,28,136.29
VT,Swanton,2,2,194.78
MN,Swanville,2,34,111.8
NH,Swanzey,2,36,67.95
PA,Swarthmore,2,54,72.32
MI,Swartz Creek,2,1252,58.19
MN,Swatara,2,15,95.64
IN,Swayzee,2,5,278.3
IA,Swea City,2,1,44.32
NJ,Swedesboro,2,453,118.15
TX,Sweeny,2,6,203.59
ID,Sweet,2,2,194.95
MT,Sweet Grass,2,26,146.75
OR,Sweet Home,2,189,140.23
MO,Sweet Springs,2,83,183.33
PA,Sweet Valley,2,7,210.43
AL,Sweet Water,2,3,126.96
FL,Sweetwater,2,52,107.12
TN,Sweetwater,2,64,163.43
TX,Sweetwater,2,19,228.51
PA,Swengel,2,14,121.53
AR,Swifton,2,2,98.93
PA,Swiftwater,2,13,78.62
IA,Swisher,2,176,368.49
OR,Swisshome,2,45,236.23
PA,Swissvale,2,1,78.62
IN,Switz City,2,2,29.4
VA,Swoope,2,39,105.61
VA,Swords Creek,2,24,89.15
GA,Sycamore,2,40,123.28
IL,Sycamore,2,16,43.77
OH,Sycamore,2,6,41.98
PA,Sycamore,2,7,234.29
ND,Sykeston,2,1,180.03
MD,Sykesville,2,284,123.59
PA,Sykesville,2,9,84.54
AL,Sylacauga,2,41,166.96
CA,Sylmar,2,4501,128.57
NC,Sylva,2,144,162.2
NY,Sylvan Beach,2,9,84.43
AL,Sylvania,2,2,59.54
GA,Sylvania,2,25,85.64
OH,Sylvania,2,60,101.58
GA,Sylvester,2,37,99.45
TX,Sylvester,2,1,43.85
NY,Syosset,2,450,111.32
IN,Syracuse,2,4,528.75
MO,Syracuse,2,5,102.91
NE,Syracuse,2,3,139.88
NY,Syracuse,2,3756,103.72
UT,Syracuse,2,240,96.93
NY,Taberg,2,82,77.77
NJ,Tabernacle,2,19,58.42
UT,Tabiona,2,14,101.48
NE,Table Rock,2,2,135.35
NC,Tabor City,2,24,183.0
AZ,Tacna,2,2,175.95
WA,Tacoma,2,4613,182.41
CA,Taft,2,547,137.2
TN,Taft,2,3,128.23
PA,Tafton,2,28,109.56
CT,Taftville,2,4,37.28
CA,Tahoe City,2,565,112.35
CA,Tahoe Vista,2,71,115.62
CA,Tahoma,2,55,119.23
NM,Taiban,2,1,138.68
DC,Takoma Park,2,3,75.17
MD,Takoma Park,2,168,86.36
OK,Talala,2,8,82.1
TN,Talbott,2,3,187.75
GA,Talbotton,2,8,274.06
TX,Talco,2,1,214.0
OR,Talent,2,315,260.92
GA,Talking Rock,2,20,146.16
MD,Tall Timbers,2,5,166.43
AL,Talladega,2,28,94.82
FL,Tallahassee,2,6724,98.29
GA,Tallapoosa,2,66,267.02
AL,Tallassee,2,32,188.06
TN,Tallassee,2,2,114.5
OH,Tallmadge,2,23,106.3
LA,Tallulah,2,39,215804.43
UT,Talmage,2,75,122.54
GA,Talmo,2,18,125.43
MN,Talmoon,2,3,115.68
TX,Talpa,2,4,285.0
IA,Tama,2,18,118.89
PA,Tamaqua,2,30,106.09
FL,Tamarac,2,23,52.34
MN,Tamarack,2,34,91.47
SC,Tamassee,2,40,87.78
PA,Tamiment,2,1,88.83
IL,Tamms,2,1,56.92
FL,Tampa,2,22783,137.4
NH,Tamworth,2,2,114.29
MD,Taneytown,2,23,80.98
OR,Tangent,2,350,183.42
AL,Tanner,2,420,125.65
NY,Tannersville,2,1,101.7
PA,Tannersville,2,157,148.39
MN,Taopi,2,3,61.48
NM,Taos,2,5,198.02
VA,Tappahannock,2,222,97.5
NY,Tappan,2,59,129.4
ND,Tappen,2,54,121.27
NC,Tar Heel,2,38,27816.99
NC,Tarawa Terrace,2,1,29.82
NC,Tarboro,2,77,349.16
PA,Tarentum,2,97,96.4
CT,Tariffville,2,2,36.73
FL,Tarpon Springs,2,1511,100.29
PA,Tarrs,2,10,152.63
GA,Tarrytown,2,1,116.0
NY,Tarrytown,2,735,168.68
TX,Tarzan,2,3,44.04
CA,Tarzana,2,1522,100.39
GA,Tate,2,5,217.63
NM,Tatum,2,4,311.35
TX,Tatum,2,1,188.53
OK,Tatums,2,4,75.0
MA,Taunton,2,137,79.28
FL,Tavares,2,118,75.1
FL,Tavernier,2,92,91.96
MI,Tawas City,2,2,46.35
AL,Taylor,2,8,64.52
AZ,Taylor,2,10,225.31
MI,Taylor,2,595,131.67
MO,Taylor,2,2,217.5
ND,Taylor,2,4,93.28
PA,Taylor,2,11,49.82
TX,Taylor,2,20,89.45
WI,Taylor,2,1,29.42
KY,Taylor Mill,2,53,52.31
SC,Taylors,2,3883,148.34
MN,Taylors Falls,2,83,105.21
CA,Taylorsville,2,15,328.86
GA,Taylorsville,2,2,247.63
IN,Taylorsville,2,2,29.81
MS,Taylorsville,2,1,360.0
NC,Taylorsville,2,92,185.87
UT,Taylorsville,2,189,126.1
IL,Taylorville,2,1,30.0
TN,Tazewell,2,18,133.4
VA,Tazewell,2,18,113.24
NC,Teachey,2,7,149.65
NJ,Teaneck,2,1025,140.31
UT,Teasdale,2,29,142.61
MA,Teaticket,2,13,47.41
CA,Tecate,2,9,153.13
KS,Tecumseh,2,7,337.04
MI,Tecumseh,2,6,111.49
NE,Tecumseh,2,2,757.12
OK,Tecumseh,2,10,166.69
AZ,Teec Nos Pos,2,69,423.1
CA,Tehachapi,2,1457,141.08
CA,Tehama,2,3,115.21
CA,Tejon Ranch,2,2,77.78
NE,Tekamah,2,41,125.57
WA,Tekoa,2,2,60.34
MI,Tekonsha,2,27,130.5
PA,Telford,2,664,95.91
TN,Telford,2,72,69.23
IN,Tell City,2,2,49.0
TN,Tellico Plains,2,12,394.41
CO,Telluride,2,3,64.33
CA,Temecula,2,3254,128.33
AZ,Tempe,2,8253,96.63
MI,Temperance,2,9,199.08
VA,Temperanceville,2,39,103.15
GA,Temple,2,142,146.12
NH,Temple,2,9,299.98
PA,Temple,2,40,86.52
TX,Temple,2,57,223.53
CA,Temple City,2,87,84.19
DC,Temple Hills,2,5,63.39
MD,Temple Hills,2,1246,115.82
FL,Temple Terrace,2,18,165.96
CA,Templeton,2,704,107.2
MA,Templeton,2,30,71.27
PA,Templeton,2,14,158.26
TN,Ten Mile,2,7,132.48
NJ,Tenafly,2,44,67.49
TX,Tenaha,2,2,202.4
WA,Tenino,2,40,238.5
OR,Tenmile,2,87,181.52
TX,Tennessee Colony,2,4,316.0
IN,Tennyson,2,13,115.3
ID,Tensed,2,7,127.27
MN,Tenstrike,2,2,59.44
CA,Termo,2,88,141.22
WV,Terra Alta,2,4,81.7
CA,Terra Bella,2,371,114.89
FL,Terra Ceia,2,74,100.82
OH,Terrace Park,2,4,41.09
IN,Terre Haute,2,173,178.91
PA,Terre Hill,2,10,67.61
OR,Terrebonne,2,251,376.31
NC,Terrell,2,8,116.11
TX,Terrell,2,210,119.18
MS,Terry,2,50,113.29
MT,Terry,2,27,520.93
CT,Terryville,2,8,137.77
NJ,Teterboro,2,60,123.71
ID,Teton,2,1,223.6
ID,Tetonia,2,4,71.15
IL,Teutopolis,2,1,360.0
MA,Tewksbury,2,438,72.39
AR,Texarkana,2,200,108.76
TX,Texarkana,2,41,194.49
TX,Texas City,2,37,289.57
OK,Thackerville,2,2,195.0
AZ,Thatcher,2,7,513.47
VA,Thaxton,2,50,99.54
IA,Thayer,2,1,117.0
IN,Thayer,2,2,240.0
KS,Thayer,2,7,346.25
MO,Thayer,2,1,95.02
TX,The Colony,2,98,66.46
OR,The Dalles,2,1776,382.46
TX,The Hills,2,16,64.87
VA,The Plains,2,247,108.11
GA,The Rock,2,2,75.0
CA,The Sea Ranch,2,67,170.92
FL,The Villages,2,258,113.33
NE,Thedford,2,3,192.44
AL,Theodore,2,418,97.23
NY,Theresa,2,5,310.9
WI,Theresa,2,10,274.22
CA,Thermal,2,6,360.0
WY,Thermopolis,2,2,194.65
VT,Thetford Center,2,2,29.08
LA,Thibodaux,2,43,718.55
MN,Thief River Falls,2,1,29.47
WV,Thomas,2,3,364.84
AL,Thomaston,2,2,105.0
CT,Thomaston,2,62,120.21
GA,Thomaston,2,52,102.93
ME,Thomaston,2,2,194.73
AL,Thomasville,2,6,97.27
GA,Thomasville,2,35,111.6
NC,Thomasville,2,172,202.87
PA,Thomasville,2,222,72.8
CT,Thompson,2,25,200.54
IA,Thompson,2,1,77.13
ND,Thompson,2,34,98.71
OH,Thompson,2,14,61.04
PA,Thompson,2,2,247.45
UT,Thompson,2,501,134.54
MT,Thompson Falls,2,40,178.03
TN,Thompson's Station,2,16,148.72
TN,Thompsons Station,2,57,146.42
PA,Thompsontown,2,160,112.58
MI,Thompsonville,2,2,157.58
GA,Thomson,2,112,149.74
FL,Thonotosassa,2,405,107.13
NM,Thoreau,2,19,244.92
TN,Thorn Hill,2,7,99.26
PA,Thorndale,2,69,76.19
TX,Thorndale,2,5,299.2
AR,Thornton,2,7,65.22
CA,Thornton,2,57,154.39
CO,Thornton,2,354,108.21
IA,Thornton,2,8,150.17
IL,Thornton,2,113,123.6
NH,Thornton,2,21,153.53
PA,Thornton,2,22,86.84
TX,Thornton,2,2,29.5
WA,Thornton,2,8,120.52
WV,Thornton,2,5,226.87
IN,Thorntown,2,130,118.17
OH,Thornville,2,45,113.23
NY,Thornwood,2,8,94.18
NJ,Thorofare,2,83,111.55
WA,Thorp,2,13,259.75
WI,Thorp,2,7,182.26
AL,Thorsby,2,44,59.29
CA,Thousand Oaks,2,975,89.85
CA,Thousand Palms,2,67,72.16
TX,Thrall,2,8,86.17
NJ,Three Bridges,2,2,103.53
VA,Three Chopt,2,1,93.48
MT,Three Forks,2,241,146.1
WI,Three Lakes,2,2,106.02
MI,Three Oaks,2,30,176.58
CA,Three Rivers,2,155,152.73
MI,Three Rivers,2,22,165.88
TX,Three Rivers,2,1,74.95
PA,Three Springs,2,78,118.33
PA,Throop,2,3,176.38
IA,Thurman,2,10,140.94
OH,Thurman,2,6,70.0
NC,Thurmond,2,17,193.72
MD,Thurmont,2,367,94.44
AR,Tichnor,2,1,78.52
LA,Tickfaw,2,3,148.33
NY,Ticonderoga,2,9,292.17
OR,Tidewater,2,136,257.55
PA,Tidioute,2,1,29.58
WY,Tie Siding,2,3,61.27
NM,Tierra Amarilla,2,3,132.2
FL,Tierra Verde,2,2,97.18
IA,Tiffin,2,95,124.76
OH,Tiffin,2,8,71.53
GA,Tifton,2,101,139.54
WI,Tigerton,2,4,33.5
GA,Tignall,2,7,88.49
NM,Tijeras,2,27,185.16
TX,Tilden,2,2,98.24
MD,Tilghman,2,2,173.77
OR,Tillamook,2,819,255.05
AR,Tillar,2,14,106.9
MS,Tillatoba,2,15,290.95
WI,Tilleda,2,1,360.0
OR,Tiller,2,65,264.9
SC,Tillman,2,80,81.33
NY,Tillson,2,83,127.47
IL,Tilton,2,2,360.0
NH,Tilton,2,114,132.77
OH,Tiltonsville,2,1,29.85
OR,Timber,2,179,174.22
NC,Timberlake,2,9,106.48
VA,Timberville,2,190,108.06
SC,Timmonsville,2,1003,114.11
CO,Timnath,2,11,282.6
TX,Timpson,2,8,467.77
IL,Tinley Park,2,232,101.28
NJ,Tinton Falls,2,53,77.15
ND,Tioga,2,13,101.65
PA,Tioga,2,80,103.35
TX,Tioga,2,1,96.68
PA,Tionesta,2,23,117.34
OH,Tipp City,2,69,103.7
CA,Tipton,2,458,115.99
IA,Tipton,2,24,108.61
IN,Tipton,2,27,123.51
MI,Tipton,2,19,100.78
MO,Tipton,2,4,254.95
PA,Tipton,2,7,136.91
OH,Tiro,2,1,30.0
MS,Tishomingo,2,4,306.3
AL,Titus,2,39,74.48
FL,Titusville,2,590,158.69
NJ,Titusville,2,23,173.66
PA,Titusville,2,29,156.7
RI,Tiverton,2,19,46.36
NY,Tivoli,2,54,80.46
VA,Toano,2,361,106.25
NC,Tobaccoville,2,60,134.54
PA,Tobyhanna,2,93,119.7
GA,Toccoa,2,60,141.31
IA,Toddville,2,14,176.28
NM,Tohatchi,2,6,148.87
IA,Toledo,2,5,88.76
IL,Toledo,2,1,75.82
OH,Toledo,2,1372,117.53
OR,Toledo,2,441,186.8
WA,Toledo,2,110,229.14
CT,Tolland,2,187,213.4
KY,Tollesboro,2,1,44.77
AZ,Tolleson,2,974,110.47
CA,Tollhouse,2,101,125.27
IL,Tolono,2,2,52.63
OR,Tolovana Park,2,8,211.7
CA,Toluca Lake,2,165,58.98
WI,Tomah,2,98,165.26
WI,Tomahawk,2,14,239.66
CA,Tomales,2,55,100.19
TX,Tomball,2,332,121.7
AZ,Tombstone,2,1,360.0
NY,Tomkins Cove,2,32,150.84
KY,Tompkinsville,2,7,222.47
VA,Toms Brook,2,217,119.77
NJ,Toms River,2,999,128.14
AZ,Tonalea,2,19,289.73
WA,Tonasket,2,2,763.71
NY,Tonawanda,2,611,160.6
AL,Toney,2,127,87.44
KS,Tonganoxie,2,28,109.75
IL,Tonica,2,1,61.83
OK,Tonkawa,2,2,193.45
AZ,Tonopah,2,507,175.32
NV,Tonopah,2,85,168.43
AZ,Tonto Basin,2,50,156.82
UT,Tooele,2,1501,102.97
GA,Toomsboro,2,3,137.0
MS,Toomsuba,2,21,155.51
TN,Toone,2,2,89.85
CA,Topanga,2,513,99.76
CA,Topaz,2,54,101.67
IL,Topeka,2,1,326.23
IN,Topeka,2,3,157.67
KS,Topeka,2,107,270.44
AZ,Topock,2,20,261.87
CO,Toponas,2,10,254.85
WA,Toppenish,2,14,368.28
VA,Topping,2,49,109.24
MA,Topsfield,2,19,86.99
ME,Topsfield,2,1,28.17
ME,Topsham,2,10,256.4
PA,Topton,2,1,31.3
UT,Toquerville,2,57,150.19
LA,Torbert,2,1,360.0
TX,Tornillo,2,3,55.64
OH,Toronto,2,5,50.13
CA,Torrance,2,4323,135.69
UT,Torrey,2,50,119.84
CT,Torrington,2,117,155.88
WY,Torrington,2,4,62.42
AZ,Tortilla Flat,2,39,254.92
MT,Toston,2,18,114.63
NJ,Totowa,2,295,117.38
WA,Touchet,2,1,151.1
PA,Toughkenamon,2,44,75.09
